gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,age,sex
GSE75330,GSM2161468,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161469,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161470,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161471,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161472,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161473,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161474,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161475,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161476,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161477,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161478,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161479,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161480,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161481,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161482,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161483,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161484,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161485,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161486,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161487,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161488,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161489,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161490,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161491,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161492,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161493,SN-VTA,Mus musculus,NONE,p23,M
GSE75330,GSM2161494,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161495,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161496,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161497,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161498,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161499,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161500,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161501,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161502,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161503,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161504,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161505,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161506,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161507,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161508,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161509,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161510,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161511,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161512,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161513,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161514,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161515,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161516,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161517,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161518,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161519,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161520,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161521,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161522,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161523,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161524,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161525,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161526,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161527,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2161528,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161529,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161530,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161531,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161532,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161533,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161534,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161535,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161536,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161537,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161538,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161539,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161540,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161541,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161542,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161543,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161544,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161545,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161546,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161547,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161548,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161549,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161550,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161551,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161552,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161553,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161554,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161555,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161556,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161557,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161558,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161559,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161560,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161561,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161562,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161563,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161564,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161565,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161566,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161567,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161568,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161569,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161570,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161571,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161572,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161573,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161574,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161575,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161576,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161577,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161578,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161579,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161580,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161581,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161582,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161583,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161584,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161585,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161586,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161587,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161588,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161589,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161590,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161591,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161592,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161593,SN-VTA,Mus musculus,NONE,p22,pooled male and female
GSE75330,GSM2161594,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161595,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161596,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161597,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161598,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161599,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161600,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161601,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161602,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161603,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161604,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161605,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161606,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161607,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161608,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161609,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161610,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161611,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161612,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161613,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161614,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161615,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161616,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161617,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161618,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161619,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161620,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161621,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161622,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161623,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161624,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161625,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161626,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161627,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161628,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161629,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161630,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161631,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161632,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161633,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161634,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161635,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161636,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161637,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161638,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161639,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161640,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161641,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161642,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161643,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161644,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161645,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161646,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161647,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161648,SN-VTA,Mus musculus,NONE,p20,pooled male and female
GSE75330,GSM2161649,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161650,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161651,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161652,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161653,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161654,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161655,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161656,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161657,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161658,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161659,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161660,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161661,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161662,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161663,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161664,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161665,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161666,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161667,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161668,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161669,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161670,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161671,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161672,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161673,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161674,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161675,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161676,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161677,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161678,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161679,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161680,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161681,hypothalamus,Mus musculus,NONE,p29,F
GSE75330,GSM2161682,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161683,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161684,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161685,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161686,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161687,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161688,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161689,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161690,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161691,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161692,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161693,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161694,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161695,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161696,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161697,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161698,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161699,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2161700,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161701,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161702,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161703,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161704,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161705,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161706,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161707,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161708,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161709,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161710,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161711,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161712,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161713,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161714,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161715,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161716,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161717,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161718,hypothalamus,Mus musculus,NONE,p28,F
GSE75330,GSM2161719,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161720,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161721,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161722,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161723,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161724,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161725,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161726,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161727,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161728,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161729,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161730,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161731,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161732,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161733,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161734,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161735,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161736,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161737,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161738,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161739,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161740,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161741,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161742,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161743,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161744,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161745,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161746,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161747,striatum,Mus musculus,NONE,p28,F
GSE75330,GSM2161748,dentate gyrus,Mus musculus,NONE,p23,F
GSE75330,GSM2161749,dentate gyrus,Mus musculus,NONE,p23,F
GSE75330,GSM2161750,dentate gyrus,Mus musculus,NONE,p23,F
GSE75330,GSM2161751,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161752,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161753,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161754,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161755,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161756,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161757,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161758,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161759,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161760,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161761,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161762,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161763,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161764,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161765,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161766,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161767,SN-VTA,Mus musculus,NONE,p27,M
GSE75330,GSM2161768,dentate gyrus,Mus musculus,NONE,p25,M
GSE75330,GSM2161769,dentate gyrus,Mus musculus,NONE,p25,M
GSE75330,GSM2161770,dentate gyrus,Mus musculus,NONE,p25,M
GSE75330,GSM2161771,striatum,Mus musculus,NONE,p25,F
GSE75330,GSM2161772,striatum,Mus musculus,NONE,p25,F
GSE75330,GSM2161773,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161774,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161775,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161776,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161777,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161778,dentate gyrus,Mus musculus,NONE,p21,M
GSE75330,GSM2161779,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161780,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161781,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161782,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161783,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161784,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161785,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161786,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161787,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161788,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161789,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161790,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161791,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161792,striatum,Mus musculus,NONE,p25,M
GSE75330,GSM2161793,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161794,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161795,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161796,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161797,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161798,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161799,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161800,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161801,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161802,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161803,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161804,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161805,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161806,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161807,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161808,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161809,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161810,striatum,Mus musculus,NONE,p27,M
GSE75330,GSM2161811,dentate gyrus,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2161812,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161813,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161814,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161815,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161816,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161817,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161818,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161819,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161820,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161821,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161822,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161823,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161824,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161825,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161826,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161827,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161828,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161829,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161830,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161831,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161832,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161833,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161834,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161835,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161836,striatum,Mus musculus,NONE,p22,F
GSE75330,GSM2161837,dentate gyrus,Mus musculus,NONE,p25,M
GSE75330,GSM2161838,dentate gyrus,Mus musculus,NONE,p25,M
GSE75330,GSM2161839,dentate gyrus,Mus musculus,NONE,p25,M
