gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,sex,age
GSE76381,GSM2269000,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269001,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269002,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269003,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269004,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269005,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269006,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269007,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269008,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269009,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269010,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269011,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269012,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269013,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269014,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269015,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269016,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269017,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269018,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269019,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269020,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269021,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269022,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269023,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269024,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269025,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269026,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269027,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269028,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269029,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269030,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269031,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269032,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269033,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269034,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269035,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269036,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269037,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269038,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269039,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269040,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269041,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269042,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269043,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269044,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269045,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269046,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269047,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269048,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269049,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269050,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269051,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269052,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269053,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269054,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269055,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269056,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269057,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269058,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269059,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269060,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269061,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269062,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,63d
GSE76381,GSM2269063,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269064,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269065,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269066,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269067,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269068,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269069,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269070,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269071,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269072,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269073,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269074,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269075,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269076,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269077,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269078,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269079,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269080,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269081,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269082,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269083,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269084,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269085,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269086,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269087,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269088,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269089,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269090,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269091,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269092,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269093,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269094,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269095,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269096,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269097,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269098,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269099,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269100,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269101,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269102,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269103,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269104,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269105,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269106,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269107,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269108,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269109,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269110,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269111,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269112,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269113,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269114,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269115,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269116,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269117,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269118,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269119,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269120,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269121,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269122,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269123,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269124,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269125,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269126,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269127,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269128,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269129,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269130,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269131,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269132,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269133,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269134,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269135,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269136,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269137,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269138,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269139,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269140,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269141,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269142,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269143,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269144,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269145,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269146,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269147,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269148,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269149,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269150,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269151,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269152,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269153,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269154,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269155,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269156,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269157,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269158,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269159,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269160,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269161,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269162,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269163,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269164,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269165,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269166,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269167,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269168,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269169,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269170,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269171,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269172,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269173,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269174,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269175,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269176,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269177,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269178,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269179,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269180,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269181,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269182,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269183,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269184,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269185,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269186,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269187,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269188,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269189,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269190,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269191,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269192,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269193,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269194,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269195,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269196,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269197,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269198,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269199,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269200,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269201,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269202,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269203,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269204,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269205,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269206,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269207,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269208,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269209,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269210,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269211,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269212,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269213,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269214,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269215,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269216,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269217,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269218,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269219,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269220,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269221,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269222,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269223,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269224,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269225,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269226,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269227,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269228,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269229,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269230,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269231,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269232,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269233,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269234,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269235,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269236,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269237,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269238,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269239,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269240,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269241,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269242,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269243,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269244,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269245,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269246,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269247,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269248,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269249,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269250,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269251,hES DA commercial,Homo sapiens,NONE,hES DA commercial,?,42d
GSE76381,GSM2269252,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269253,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269254,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269255,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269256,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269257,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269258,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269259,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269260,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269261,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269262,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269263,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269264,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269265,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269266,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269267,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269268,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269269,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269270,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269271,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269272,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269273,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269274,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269275,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269276,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269277,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269278,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269279,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269280,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269281,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269282,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269283,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269284,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269285,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269286,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269287,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269288,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269289,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269290,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269291,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269292,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269293,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269294,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269295,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269296,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269297,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269298,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269299,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269300,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269301,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
GSE76381,GSM2269302,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,10w
