gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,pup.age.at.injection,cell.age
GSE118953,GSM3352223,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352224,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352225,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352226,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352227,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352228,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352229,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352230,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352231,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352232,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352233,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352234,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352235,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352236,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352237,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352238,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352239,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352240,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352241,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352242,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352243,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352244,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352245,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352246,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352247,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352248,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352249,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352250,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352251,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352252,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352253,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352254,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352255,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352256,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352257,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352258,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352259,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352260,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352261,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352262,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352263,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352264,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352265,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352266,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352267,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352268,cortical cells,Mus musculus,NONE,E15,24H
GSE118953,GSM3352269,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352270,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352271,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352272,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352273,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352274,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352275,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352276,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352277,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352278,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352279,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352280,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352281,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352282,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352283,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352284,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352285,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352286,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352287,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352288,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352289,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352290,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352291,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352292,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352293,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352294,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352295,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352296,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352297,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352298,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352299,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352300,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352301,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352302,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352303,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352304,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352305,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352306,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352307,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352308,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352309,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352310,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352311,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352312,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352313,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352314,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352315,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352316,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352317,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352318,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352319,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352320,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352321,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352322,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352323,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352324,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352325,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352326,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352327,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352328,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352329,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352330,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352331,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352332,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352333,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352334,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352335,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352336,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352337,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352338,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352339,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352340,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352341,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352342,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352343,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352344,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352345,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352346,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352347,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352348,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352349,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352350,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352351,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352352,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352353,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352354,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352355,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352356,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352357,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352358,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352359,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352360,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352361,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352362,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352363,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352364,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352365,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352366,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352367,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352368,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352369,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352370,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352371,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352372,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352373,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352374,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352375,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352376,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352377,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352378,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352379,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352380,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352381,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352382,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352383,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352384,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352385,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352386,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352387,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352388,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352389,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352390,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352391,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352392,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352393,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352394,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352395,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352396,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352397,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352398,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352399,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352400,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352401,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352402,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352403,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352404,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352405,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352406,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352407,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352408,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352409,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352410,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352411,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352412,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352413,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352414,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352415,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352416,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352417,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352418,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352419,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352420,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352421,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352422,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352423,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352424,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352425,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352426,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352427,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352428,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352429,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352430,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352431,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352432,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352433,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352434,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352435,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352436,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352437,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352438,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352439,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352440,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352441,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352442,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352443,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352444,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352445,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352446,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352447,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352448,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352449,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352450,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352451,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352452,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352453,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352454,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352455,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352456,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352457,cortical cells,Mus musculus,NONE,E12,1H
GSE118953,GSM3352458,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352459,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352460,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352461,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352462,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352463,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352464,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352465,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352466,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352467,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352468,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352469,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352470,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352471,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352472,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352473,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352474,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352475,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352476,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352477,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352478,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352479,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352480,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352481,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352482,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352483,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352484,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352485,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352486,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352487,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352488,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352489,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352490,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352491,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352492,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352493,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352494,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352495,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352496,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352497,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352498,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352499,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352500,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352501,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352502,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352503,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352504,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352505,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352506,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352507,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352508,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352509,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352510,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352511,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352512,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352513,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352514,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352515,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352516,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352517,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352518,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352519,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352520,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352521,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352522,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352523,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352524,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352525,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352526,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352527,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352528,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352529,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352530,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352531,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352532,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352533,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352534,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352535,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352536,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352537,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352538,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352539,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352540,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352541,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352542,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352543,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352544,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352545,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352546,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352547,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352548,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352549,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352550,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352551,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352552,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352553,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352554,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352555,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352556,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352557,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352558,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352559,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352560,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352561,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352562,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352563,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352564,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352565,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352566,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352567,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352568,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352569,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352570,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352571,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352572,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352573,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352574,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352575,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352576,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352577,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352578,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352579,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352580,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352581,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352582,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352583,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352584,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352585,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352586,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352587,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352588,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352589,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352590,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352591,cortical cells,Mus musculus,NONE,E14,1H
GSE118953,GSM3352592,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352593,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352594,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352595,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352596,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352597,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352598,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352599,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352600,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352601,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352602,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352603,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352604,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352605,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352606,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352607,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352608,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352609,cortical cells,Mus musculus,NONE,E13,1H
