gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,sex,age
GSE182211,GSM5590887,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590888,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590889,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590890,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590891,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590892,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590893,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590894,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590895,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590896,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590897,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590898,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590899,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590900,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590901,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590902,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590903,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590904,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590905,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590906,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590907,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590908,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590909,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590910,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590911,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590912,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590913,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590914,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590915,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590916,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590917,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590918,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590919,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590920,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590921,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590922,Human - dLGN - MC,Homo sapiens,NONE,M,50
GSE182211,GSM5590923,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590924,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590925,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590926,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590927,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590928,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590929,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590930,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590931,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590932,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590933,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590934,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590935,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590936,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590937,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590938,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590939,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590940,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590941,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590942,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590943,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590944,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590945,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590946,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590947,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590948,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590949,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590950,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590951,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590952,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590953,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590954,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590955,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590956,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590957,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590958,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590959,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590960,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590961,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590962,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590963,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590964,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590965,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590966,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590967,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590968,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590969,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590970,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590971,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590972,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590973,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590974,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590975,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590976,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590977,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590978,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590979,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590980,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590981,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590982,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590983,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590984,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590985,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590986,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590987,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590988,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590989,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590990,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590991,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590992,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590993,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590994,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590995,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5590996,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590997,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590998,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5590999,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591000,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591001,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591002,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591003,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591004,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591005,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591006,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591007,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591008,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591009,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591010,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591011,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591012,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591013,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591014,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591015,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591016,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591017,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591018,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591019,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591020,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591021,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591022,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591023,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591024,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591025,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591026,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591027,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591028,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591029,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591030,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591031,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591032,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591033,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591034,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591035,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591036,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591037,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591038,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591039,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591040,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591041,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591042,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591043,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591044,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591045,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591046,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591047,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591048,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591049,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591050,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591051,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591052,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591053,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591054,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591055,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591056,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591057,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591058,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591059,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591060,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591061,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591062,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591063,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591064,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591065,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591066,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591067,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591068,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591069,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591070,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591071,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591072,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591073,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591074,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591075,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591076,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591077,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591078,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591079,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591080,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591081,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591082,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591083,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591084,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591085,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591086,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591087,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591088,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591089,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591090,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591091,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591092,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591093,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591094,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591095,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591096,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591097,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591098,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591099,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591100,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591101,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591102,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591103,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591104,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591105,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591106,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591107,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591108,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591109,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591110,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591111,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591112,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591113,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591114,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591115,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591116,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591117,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591118,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591119,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591120,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591121,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591122,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591123,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591124,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591125,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591126,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591127,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591128,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591129,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591130,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591131,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591132,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591133,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591134,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591135,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591136,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591137,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591138,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591139,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591140,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591141,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591142,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591143,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591144,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591145,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591146,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591147,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591148,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591149,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591150,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591151,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591152,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591153,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591154,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591155,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591156,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591157,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591158,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591159,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591160,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591161,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591162,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591163,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591164,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591165,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591166,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591167,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591168,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591169,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591170,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591171,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591172,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591173,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591174,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591175,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591176,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591177,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591178,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591179,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591180,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591181,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591182,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591183,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591184,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591185,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591186,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591187,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591188,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591189,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591190,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591191,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591192,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591193,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591194,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591195,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591196,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591197,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591198,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591199,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591200,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591201,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591202,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591203,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591204,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591205,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591206,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591207,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591208,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591209,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591210,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591211,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591212,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591213,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591214,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591215,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591216,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591217,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591218,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591219,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591220,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591221,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591222,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591223,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591224,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591225,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591226,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591227,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591228,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591229,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591230,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591231,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591232,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591233,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591234,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591235,Human - dLGN - KC,Homo sapiens,NONE,F,43
