gse_id,gsm_id,source_name_ch1,organism_ch1,disease_state,organ,Age,Sex,Condition,Tissue,Supplementary
GSE114000,GSM3128590,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128590/suppl/GSM3128590_125F5_S230.count.txt.gz
GSE114000,GSM3128591,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128591/suppl/GSM3128591_125F6_S238.count.txt.gz
GSE114000,GSM3128592,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128592/suppl/GSM3128592_125F7_S246.count.txt.gz
GSE114000,GSM3128593,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128593/suppl/GSM3128593_125F8_S254.count.txt.gz
GSE114000,GSM3128594,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128594/suppl/GSM3128594_125F9_S262.count.txt.gz
GSE114000,GSM3128595,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128595/suppl/GSM3128595_125G10_S271.count.txt.gz
GSE114000,GSM3128596,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128596/suppl/GSM3128596_125G11_S279.count.txt.gz
GSE114000,GSM3128597,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128597/suppl/GSM3128597_125G2_S207.count.txt.gz
GSE114000,GSM3128598,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128598/suppl/GSM3128598_125G4_S223.count.txt.gz
GSE114000,GSM3128599,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128599/suppl/GSM3128599_125G5_S231.count.txt.gz
GSE114000,GSM3128600,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128600/suppl/GSM3128600_125G7_S247.count.txt.gz
GSE114000,GSM3128601,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128601/suppl/GSM3128601_125G8_S255.count.txt.gz
GSE114000,GSM3128602,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128602/suppl/GSM3128602_125G9_S263.count.txt.gz
GSE114000,GSM3128603,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128603/suppl/GSM3128603_125H10_S272.count.txt.gz
GSE114000,GSM3128604,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128604/suppl/GSM3128604_125H11_S280.count.txt.gz
GSE114000,GSM3128605,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128605/suppl/GSM3128605_125H1_S200.count.txt.gz
GSE114000,GSM3128606,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128606/suppl/GSM3128606_125H2_S208.count.txt.gz
GSE114000,GSM3128607,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128607/suppl/GSM3128607_125H3_S216.count.txt.gz
GSE114000,GSM3128608,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128608/suppl/GSM3128608_125H4_S224.count.txt.gz
GSE114000,GSM3128609,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128609/suppl/GSM3128609_125H5_S232.count.txt.gz
GSE114000,GSM3128610,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128610/suppl/GSM3128610_125H6_S240.count.txt.gz
GSE114000,GSM3128611,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128611/suppl/GSM3128611_125H7_S248.count.txt.gz
GSE114000,GSM3128612,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128612/suppl/GSM3128612_125H8_S256.count.txt.gz
GSE114000,GSM3128613,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128613/suppl/GSM3128613_128A11_S177.count.txt.gz
GSE114000,GSM3128614,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128614/suppl/GSM3128614_128A2_S105.count.txt.gz
GSE114000,GSM3128615,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128615/suppl/GSM3128615_128A3_S113.count.txt.gz
GSE114000,GSM3128616,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128616/suppl/GSM3128616_128A5_S129.count.txt.gz
GSE114000,GSM3128617,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128617/suppl/GSM3128617_128A6_S137.count.txt.gz
GSE114000,GSM3128618,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128618/suppl/GSM3128618_128A7_S145.count.txt.gz
GSE114000,GSM3128619,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128619/suppl/GSM3128619_128B10_S170.count.txt.gz
GSE114000,GSM3128620,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128620/suppl/GSM3128620_128B12_S186.count.txt.gz
GSE114000,GSM3128621,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128621/suppl/GSM3128621_128B1_S98.count.txt.gz
GSE114000,GSM3128622,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128622/suppl/GSM3128622_128B2_S106.count.txt.gz
GSE114000,GSM3128623,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128623/suppl/GSM3128623_128B3_S114.count.txt.gz
GSE114000,GSM3128624,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128624/suppl/GSM3128624_128B4_S122.count.txt.gz
GSE114000,GSM3128625,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128625/suppl/GSM3128625_128B5_S130.count.txt.gz
GSE114000,GSM3128626,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128626/suppl/GSM3128626_128B6_S138.count.txt.gz
GSE114000,GSM3128627,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128627/suppl/GSM3128627_128B7_S146.count.txt.gz
GSE114000,GSM3128628,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128628/suppl/GSM3128628_128B8_S154.count.txt.gz
GSE114000,GSM3128629,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128629/suppl/GSM3128629_128B9_S162.count.txt.gz
GSE114000,GSM3128630,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128630/suppl/GSM3128630_128C10_S171.count.txt.gz
GSE114000,GSM3128631,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128631/suppl/GSM3128631_128C11_S179.count.txt.gz
GSE114000,GSM3128632,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128632/suppl/GSM3128632_128C1_S99.count.txt.gz
GSE114000,GSM3128633,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128633/suppl/GSM3128633_128C2_S107.count.txt.gz
GSE114000,GSM3128634,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128634/suppl/GSM3128634_128C3_S115.count.txt.gz
GSE114000,GSM3128635,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128635/suppl/GSM3128635_128C4_S123.count.txt.gz
GSE114000,GSM3128636,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128636/suppl/GSM3128636_128C5_S131.count.txt.gz
GSE114000,GSM3128637,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128637/suppl/GSM3128637_128C7_S147.count.txt.gz
GSE114000,GSM3128638,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128638/suppl/GSM3128638_128C8_S155.count.txt.gz
GSE114000,GSM3128639,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128639/suppl/GSM3128639_128C9_S163.count.txt.gz
GSE114000,GSM3128640,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128640/suppl/GSM3128640_128D10_S172.count.txt.gz
GSE114000,GSM3128641,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128641/suppl/GSM3128641_128D11_S180.count.txt.gz
GSE114000,GSM3128642,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128642/suppl/GSM3128642_128D12_S188.count.txt.gz
GSE114000,GSM3128643,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128643/suppl/GSM3128643_128D1_S100.count.txt.gz
GSE114000,GSM3128644,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128644/suppl/GSM3128644_128D3_S116.count.txt.gz
GSE114000,GSM3128645,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128645/suppl/GSM3128645_128D4_S124.count.txt.gz
GSE114000,GSM3128646,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128646/suppl/GSM3128646_128D6_S140.count.txt.gz
GSE114000,GSM3128647,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128647/suppl/GSM3128647_128D7_S148.count.txt.gz
GSE114000,GSM3128648,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128648/suppl/GSM3128648_128D8_S156.count.txt.gz
GSE114000,GSM3128649,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128649/suppl/GSM3128649_128D9_S164.count.txt.gz
GSE114000,GSM3128650,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128650/suppl/GSM3128650_128E10_S173.count.txt.gz
GSE114000,GSM3128651,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128651/suppl/GSM3128651_128E12_S189.count.txt.gz
GSE114000,GSM3128652,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128652/suppl/GSM3128652_128E1_S101.count.txt.gz
GSE114000,GSM3128653,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128653/suppl/GSM3128653_128E2_S109.count.txt.gz
GSE114000,GSM3128654,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128654/suppl/GSM3128654_128E4_S125.count.txt.gz
GSE114000,GSM3128655,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128655/suppl/GSM3128655_128E5_S133.count.txt.gz
GSE114000,GSM3128656,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128656/suppl/GSM3128656_128E6_S141.count.txt.gz
GSE114000,GSM3128657,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128657/suppl/GSM3128657_128E8_S157.count.txt.gz
GSE114000,GSM3128658,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128658/suppl/GSM3128658_128E9_S165.count.txt.gz
GSE114000,GSM3128659,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128659/suppl/GSM3128659_128F10_S174.count.txt.gz
GSE114000,GSM3128660,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128660/suppl/GSM3128660_128F1_S102.count.txt.gz
GSE114000,GSM3128661,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128661/suppl/GSM3128661_128F2_S110.count.txt.gz
GSE114000,GSM3128662,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128662/suppl/GSM3128662_128F4_S126.count.txt.gz
GSE114000,GSM3128663,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128663/suppl/GSM3128663_128F6_S142.count.txt.gz
GSE114000,GSM3128664,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128664/suppl/GSM3128664_128F7_S150.count.txt.gz
GSE114000,GSM3128665,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128665/suppl/GSM3128665_128F8_S158.count.txt.gz
GSE114000,GSM3128666,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128666/suppl/GSM3128666_128F9_S166.count.txt.gz
GSE114000,GSM3128667,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128667/suppl/GSM3128667_128G11_S183.count.txt.gz
GSE114000,GSM3128668,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128668/suppl/GSM3128668_128G1_S103.count.txt.gz
GSE114000,GSM3128669,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128669/suppl/GSM3128669_128G2_S111.count.txt.gz
GSE114000,GSM3128670,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128670/suppl/GSM3128670_128G3_S119.count.txt.gz
GSE114000,GSM3128671,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128671/suppl/GSM3128671_128G5_S135.count.txt.gz
GSE114000,GSM3128672,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128672/suppl/GSM3128672_128G6_S143.count.txt.gz
GSE114000,GSM3128673,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128673/suppl/GSM3128673_128G7_S151.count.txt.gz
GSE114000,GSM3128674,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128674/suppl/GSM3128674_128G8_S159.count.txt.gz
GSE114000,GSM3128675,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128675/suppl/GSM3128675_128G9_S167.count.txt.gz
GSE114000,GSM3128676,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128676/suppl/GSM3128676_128H11_S184.count.txt.gz
GSE114000,GSM3128677,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128677/suppl/GSM3128677_128H4_S128.count.txt.gz
GSE114000,GSM3128678,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128678/suppl/GSM3128678_128H5_S136.count.txt.gz
GSE114000,GSM3128679,Brain,Mus musculus,NA,NA,NA,NA,NA,Hippocampus,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128679/suppl/GSM3128679_128H6_S144.count.txt.gz
GSE114000,GSM3128680,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128680/suppl/GSM3128680_135A1_S193.count.txt.gz
GSE114000,GSM3128681,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128681/suppl/GSM3128681_135B1_S194.count.txt.gz
GSE114000,GSM3128682,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128682/suppl/GSM3128682_135B2_S202.count.txt.gz
GSE114000,GSM3128683,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128683/suppl/GSM3128683_135B3_S210.count.txt.gz
GSE114000,GSM3128684,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128684/suppl/GSM3128684_135B6_S234.count.txt.gz
GSE114000,GSM3128685,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128685/suppl/GSM3128685_135B7_S242.count.txt.gz
GSE114000,GSM3128686,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128686/suppl/GSM3128686_135B8_S250.count.txt.gz
GSE114000,GSM3128687,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128687/suppl/GSM3128687_135B9_S258.count.txt.gz
GSE114000,GSM3128688,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128688/suppl/GSM3128688_135C10_S267.count.txt.gz
GSE114000,GSM3128689,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128689/suppl/GSM3128689_135C11_S275.count.txt.gz
GSE114000,GSM3128690,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128690/suppl/GSM3128690_135C1_S195.count.txt.gz
GSE114000,GSM3128691,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128691/suppl/GSM3128691_135C2_S203.count.txt.gz
GSE114000,GSM3128692,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128692/suppl/GSM3128692_135C5_S227.count.txt.gz
GSE114000,GSM3128693,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128693/suppl/GSM3128693_135C6_S235.count.txt.gz
GSE114000,GSM3128694,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128694/suppl/GSM3128694_135C7_S243.count.txt.gz
GSE114000,GSM3128695,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128695/suppl/GSM3128695_135C9_S259.count.txt.gz
GSE114000,GSM3128696,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128696/suppl/GSM3128696_135D11_S276.count.txt.gz
GSE114000,GSM3128697,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128697/suppl/GSM3128697_135D1_S196.count.txt.gz
GSE114000,GSM3128698,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128698/suppl/GSM3128698_135D2_S204.count.txt.gz
GSE114000,GSM3128699,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128699/suppl/GSM3128699_135D3_S212.count.txt.gz
GSE114000,GSM3128700,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128700/suppl/GSM3128700_135D4_S220.count.txt.gz
GSE114000,GSM3128701,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128701/suppl/GSM3128701_135D5_S228.count.txt.gz
GSE114000,GSM3128702,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128702/suppl/GSM3128702_135D6_S236.count.txt.gz
GSE114000,GSM3128703,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128703/suppl/GSM3128703_135D8_S252.count.txt.gz
GSE114000,GSM3128704,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128704/suppl/GSM3128704_135E11_S277.count.txt.gz
GSE114000,GSM3128705,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128705/suppl/GSM3128705_135E1_S197.count.txt.gz
GSE114000,GSM3128706,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128706/suppl/GSM3128706_135E2_S205.count.txt.gz
GSE114000,GSM3128707,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128707/suppl/GSM3128707_135E3_S213.count.txt.gz
GSE114000,GSM3128708,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128708/suppl/GSM3128708_135E4_S221.count.txt.gz
GSE114000,GSM3128709,Brain,Mus musculus,NA,NA,NA,NA,NA,Cortex,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3128nnn/GSM3128709/suppl/GSM3128709_135E6_S237.count.txt.gz
